codBairro,bairro,codLocalidade,municipio,codMunicipioIBGE
13927,Jardim São Nicolau,412,São Paulo,3550308
13929,Jardim São Paulo,5334,Juazeiro,2918407
13930,JARDIM SÃO PAULO,4857,Vila Velha,3205200
13931,Jardim São Paulo,4481,São Luís,2111300
13932,Jardim São Paulo,3830,Poços de Caldas,3151800
13933,Jardim São Paulo,3607,Teófilo Otoni,3168606
13934,Jardim São Paulo,2852,Petrolina,2611101
13935,Jardim São Paulo,2858,Recife,2611606
13936,Jardim São Paulo,2529,Cambé,4103701
13938,Jardim São Paulo,2403,Londrina,4113700
13939,Jardim São Paulo,960,Americana,3501608
13940,Jardim São Paulo,930,Avaré,3504503
13942,Jardim São Paulo,952,Birigüi,3506508
13943,Jardim São Paulo,768,Guarulhos,3518800
13944,Jardim São Paulo,791,Indaiatuba,3520509
13945,Jardim São Paulo,734,Itapevi,3522505
13946,Jardim São Paulo,741,Itaquaquecetuba,3523107
13947,Jardim São Paulo,686,Jandira,3525003
13948,Jardim São Paulo,696,Jundiaí,3525904
13949,Jardim São Paulo,706,Limeira,3526902
13950,Jardim São Paulo,556,Piracicaba,3538709
13951,Jardim São Paulo,508,Presidente Prudente,3541406
13952,Jardim São Paulo,535,Rio Claro,3543907
13954,Jardim São Paulo,458,São Carlos,3548906
13955,Jardim São Paulo,460,São João da Boa Vista,3549102
13956,Jardim São Paulo,468,São José do Rio Preto,3549805
13957,Jardim São Paulo,431,Sorocaba,3552205
13958,Jardim São Paulo,435,Suzano,3552502
13959,Jardim São Paulo,438,Taboão da Serra,3552809
13960,Jardim São Paulo,385,Tatuí,3554003
13961,Jardim São Paulo,342,Valinhos,3556206
13962,Jardim São Paulo,347,Várzea Paulista,3556503
13963,Jardim São Paulo,3100,João Pessoa,2507507
13964,Jardim São Paulo,4874,Anápolis,5201108
13965,Jardim São Paulo,733,Itapeva,3522406
13966,JARDIM SÃO PAULO I,2478,Foz do Iguaçu,4108304
13967,Jardim São Paulo II,2478,Foz do Iguaçu,4108304
13968,Jardim São Paulo II,834,Cotia,3513009
13969,Jardim São Paulo II,535,Rio Claro,3543907
13970,JARDIM SÃO PAULO(ZONA LESTE),412,São Paulo,3550308
13971,JARDIM SÃO PAULO(ZONA NORTE),412,São Paulo,3550308
13972,Jardim São Pedro,3539,Dourados,5003702
13973,Jardim São Pedro,2580,Apucarana,4101408
13974,Jardim São Pedro,1556,Porto Alegre,4314902
13975,Jardim São Pedro,979,Araras,3503307
13976,Jardim São Pedro,943,Barueri,3505708
13977,Jardim São Pedro,861,Campinas,3509502
13978,Jardim São Pedro,874,Carapicuíba,3510609
13979,Jardim São Pedro,834,Cotia,3513009
13980,Jardim São Pedro,773,Hortolândia,3519071
13981,Jardim São Pedro,731,Itapecerica da Serra,3522208
13982,Jardim São Pedro,706,Limeira,3526902
13983,Jardim São Pedro,676,Mogi das Cruzes,3530607
13984,Jardim São Pedro,677,Mogi Guaçu,3530706
13985,Jardim São Pedro,508,Presidente Prudente,3541406
13987,Jardim São Pedro,412,São Paulo,3550308
13988,Jardim São Pedro,342,Valinhos,3556206
13989,Jardim São Pedro,353,Votorantim,3557006
13990,JARDIM SÃO PEDRO (ZONA SUL),412,São Paulo,3550308
13991,JARDIM SÃO PEDRO DE VIRACOPOS,861,Campinas,3509502
13992,Jardim San Rafael,2581,Arapongas,4101507
13993,Jardim São Rafael,2403,Londrina,4113700
13994,Jardim São Rafael,861,Campinas,3509502
13995,Jardim São Rafael,706,Limeira,3526902
13996,Jardim São Rafael,458,São Carlos,3548906
13997,Jardim São Rafael,412,São Paulo,3550308
13998,Jardim São Rafael,2226,Telêmaco Borba,4127106
13999,JARDIM SÃO RAFAEL I,2478,Foz do Iguaçu,4108304
14000,JARDIM SÃO RAFAEL II,2478,Foz do Iguaçu,4108304
14001,JARDIM SÃO RAFAEL II,978,Araraquara,3503208
14002,Jardim San Rafael II,2581,Arapongas,4101507
14003,JARDIM SÃO RAIMUNDO,412,São Paulo,3550308
14004,JARDIM SÃO REMO,412,São Paulo,3550308
14005,Jardim São Ricardo,768,Guarulhos,3518800
14006,Jardim São Ricardo,412,São Paulo,3550308
14007,Jardim São Roberto,963,Amparo,3501905
14008,Jardim São Roberto,768,Guarulhos,3518800
14009,Jardim São Roberto,412,São Paulo,3550308
14011,Jardim São Roque,960,Americana,3501608
14012,Jardim São Roque,930,Avaré,3504503
14013,Jardim São Roque,706,Limeira,3526902
14014,Jardim São Roque,708,Lins,3527108
14015,Jardim São Roque,412,São Paulo,3550308
14016,Jardim São Roque,433,Sumaré,3552403
14017,Jardim São Salvador,438,Taboão da Serra,3552809
14018,Jardim São Salvador,460,São João da Boa Vista,3549102
14019,JARDIM SÃO SAVÉRIO,412,São Paulo,3550308
14020,Jardim São Sebastião,2538,Campo Mourão,4104303
14021,Jardim São Sebastião,2147,Japeri,3302270
14022,Jardim São Sebastião,947,Bebedouro,3506102
14023,Jardim São Sebastião,773,Hortolândia,3519071
14024,Jardim São Sebastião,663,Mauá,3529401
14025,Jardim São Sebastião,412,São Paulo,3550308
14026,Jardim São Sebastião,426,Sertãozinho,3551702
14027,Jardim São Sebastião,963,Amparo,3501905
14029,Jardim São Sebastião,508,Presidente Prudente,3541406
14030,JARDIM SÃO SEBASTIÃO (ARCADAS),963,Amparo,3501905
14031,Jardim São Severino,3181,Bayeux,2501807
14032,Jardim São Severino,812,Francisco Morato,3516309
14033,Jardim São Silvestre,2381,Maringá,4115200
14035,Jardim São Silvestre,2137,Queimados,3304144
14036,Jardim São Silvestre,943,Barueri,3505708
14037,Jardim São Silvestre,412,São Paulo,3550308
14039,JARDIM SÃO SIMÃO,706,Limeira,3526902
14040,JARDIM SÃO THIAGO,460,São João da Boa Vista,3549102
14041,JARDIM SÃO TOMÁS,2403,Londrina,4113700
14042,JARDIM SÃO TOMAZ,4689,Rio Verde,5218805
14043,JARDIM SÃO TOMAZ II,4689,Rio Verde,5218805
14044,JARDIM SÃO VALENTIM,562,Pirassununga,3539301
14045,Jardim São Vicente,2536,Campo Largo,4104204
14046,Jardim São Vicente,2126,Nova Iguaçu,3303500
14047,Jardim São Vicente,902,Botucatu,3507506
14048,Jardim São Vicente,861,Campinas,3509502
14049,Jardim São Vicente,834,Cotia,3513009
14050,Jardim São Vicente,857,Embu das Artes,3515004
14052,Jardim São Vicente,696,Jundiaí,3525904
14053,Jardim São Vicente,708,Lins,3527108
14054,Jardim São Vicente,468,São José do Rio Preto,3549805
14055,Jardim São Vicente,469,São José dos Campos,3549904
14056,Jardim São Vicente,412,São Paulo,3550308
14057,Jardim São Vicente,2567,Almirante Tamandaré,4100400
14059,Jardim São Vicente de Paula,811,Franca,3516200
14060,JARDIM SÃO VICENTE DE PAULO,659,Marília,3529005
14061,JARDIM SÃO VICENTE PALLOTI,2403,Londrina,4113700
14062,JARDIM SÃO VÍCTOR,678,Mogi Mirim,3530805
14063,JARDIM SÃO VITO,960,Americana,3501608
14064,JARDIM SÃO VITOR,412,São Paulo,3550308
14065,JARDIM SAPOPEMBA,412,São Paulo,3550308
14066,JARDIM SAPORITO,438,Taboão da Serra,3552809
14070,JARDIM SARAH,412,São Paulo,3550308
14071,JARDIM SARANDÍ,3527,Campo Grande,5002704
14072,JARDIM SARAPIRANGA,696,Jundiaí,3525904
14073,JARDIM SARKIS ABIBE,353,Votorantim,3557006
14074,JARDIM SARTORI,485,Santa Bárbara D´Oeste,3545803
14075,JARDIM SASAZAKI,659,Marília,3529005
14076,Jardim Satélite,3879,Passos,3147907
14077,Jardim Satélite,2322,Paranavaí,4118402
14078,Jardim Satélite,508,Presidente Prudente,3541406
14079,Jardim Satélite,460,São João da Boa Vista,3549102
14080,Jardim Satélite,469,São José dos Campos,3549904
14081,Jardim Satélite,412,São Paulo,3550308
14082,Jardim Saúde,412,São Paulo,3550308
14083,Jardim Saúde,435,Suzano,3552502
14084,JARDIM SAVÓIA,5381,Ilhéus,2913606
14085,JARDIM SAYONARA,3527,Campo Grande,5002704
14086,JARDIM SBEGHEN,678,Mogi Mirim,3530805
14088,JARDIM SCALA,696,Jundiaí,3525904
14089,JARDIM SCÂNDIA,438,Taboão da Serra,3552809
14091,JARDIM SCOMPARIM,678,Mogi Mirim,3530805
14092,JARDIM SCYNTILA,768,Guarulhos,3518800
14093,JARDIM SEABRA,963,Amparo,3501905
14094,JARDIM SECKLER,412,São Paulo,3550308
14095,JARDIM SELMA,677,Mogi Guaçu,3530706
14096,JARDIM SELMA,412,São Paulo,3550308
14097,JARDIM SELMA HELENA,806,Ferraz de Vasconcelos,3515707
14098,JARDIM SELMA HELENA,567,Poá,3539806
14099,Jardim Seminário,3527,Campo Grande,5002704
14100,Jardim Seminário,2381,Maringá,4115200
14101,Jardim Seminário,806,Ferraz de Vasconcelos,3515707
14102,Jardim Seminário,811,Franca,3516200
14103,JARDIM SEMIRAMIS,834,Cotia,3513009
14104,JARDIM SEMPRE VERDE,689,Jaú,3525300
14105,JARDIM SENADOR VERGUEIRO,706,Limeira,3526902
14106,JARDIM SENHOR BOM JESUS,662,Matão,3529302
14108,JARDIM SENICE,412,São Paulo,3550308
14109,JARDIM SERELEPE,704,Leme,3526704
14111,JARDIM SERRA DAS ESTÂNCIAS,963,Amparo,3501905
14112,JARDIM SERRA DOURADA,3870,Pará de Minas,3147105
14114,Jardim Serra Dourada I,3379,Rondonópolis,5107602
14115,JARDIM SERRA DOURADA,677,Mogi Guaçu,3530706
14116,JARDIM SERRA DOURADA,741,Itaquaquecetuba,3523107
14117,JARDIM SERRA VERDE,3870,Pará de Minas,3147105
14118,JARDIM SERRA VERDE,3607,Teófilo Otoni,3168606
14119,JARDIM SERRANO,353,Votorantim,3557006
14120,JARDIM SERTÃOZINHO,412,São Paulo,3550308
14121,JARDIM SERVILHA,696,Jundiaí,3525904
14123,JARDIM SEVILHA,479,Salto,3545209
14124,JARDIM SEVILHA,270,Gurupi,1709500
14125,JARDIM SEVILHA,791,Indaiatuba,3520509
14126,JARDIM SEYON,468,São José do Rio Preto,3549805
14127,JARDIM SHANGAI,861,Campinas,3509502
14128,JARDIM SHANGAI,696,Jundiaí,3525904
14129,JARDIM SHANGRI-LA,3460,Cuiabá,5103403
14130,JARDIM SHANGRI-LA,2211,Umuarama,4128104
14131,JARDIM SHANGRI-LÁ,926,Atibaia,3504107
14132,JARDIM SHANGRI-LÁ,946,Bauru,3506003
14133,JARDIM SHANGRI-LÁ,879,Catanduva,3511102
14134,JARDIM SHANGRI-LÁ,732,Itapetininga,3522307
14135,JARDIM SHANGRI-LÁ,902,Botucatu,3507506
14136,JARDIM SHANGRILÁ (ZONA NORTE),412,São Paulo,3550308
14137,JARDIM SHANGRILÁ (ZONA SUL),412,São Paulo,3550308
14138,JARDIM SHANGRI-LA A,2403,Londrina,4113700
14140,JARDIM SIESTA,754,Jacareí,3524402
14142,JARDIM SILMARA,963,Amparo,3501905
14144,JARDIM SILVA TELES,412,São Paulo,3550308
14146,JARDIM SILVANA,2538,Campo Mourão,4104303
14147,JARDIM SILVANA,2174,Belford Roxo,3300456
14148,JARDIM SILVANA,963,Amparo,3501905
14151,JARDIM SILVANIA,678,Mogi Mirim,3530805
14152,JARDIM SILVÂNIA (VILA XAVIER),978,Araraquara,3503208
14153,JARDIM SILVEIRA,943,Barueri,3505708
14154,JARDIM SILVEIRA,412,São Paulo,3550308
14155,JARDIM SILVESTRE,768,Guarulhos,3518800
14156,JARDIM SILVESTRE,741,Itaquaquecetuba,3523107
14158,JARDIM SILVESTRE,435,Suzano,3552502
14159,JARDIM SILVESTRE I,963,Amparo,3501905
14160,JARDIM SILVESTRE II,963,Amparo,3501905
14161,JARDIM SILVESTRE IV,963,Amparo,3501905
14162,JARDIM SILVESTRI,946,Bauru,3506003
14163,JARDIM SILVESTRI II,946,Bauru,3506003
14164,JARDIM SILVIA,941,Barretos,3505500
14165,Jardim Sílvia,857,Embu das Artes,3515004
14166,JARDIM SILVIA,812,Francisco Morato,3516309
14167,JARDIM SILVIA,768,Guarulhos,3518800
14170,JARDIM SÍLVIA (ZONA LESTE),412,São Paulo,3550308
14171,JARDIM SÍLVIA (ZONA OESTE),412,São Paulo,3550308
14172,JARDIM SÍLVIA MARIA,663,Mauá,3529401
14174,JARDIM SILVINO,2529,Cambé,4103701
14175,JARDIM SÍLVIO,444,Santana de Parnaíba,3547304
14176,JARDIM SÍLVIO SAMPAIO,438,Taboão da Serra,3552809
14177,JARDIM SIMARA,2322,Paranavaí,4118402
14178,Jardim Simões,3582,Varginha,3170701
14179,Jardim Simões,468,São José do Rio Preto,3549805
14180,Jardim Simões,811,Franca,3516200
14181,JARDIM SIMONE,353,Votorantim,3557006
14182,JARDIM SIMONI I,2322,Paranavaí,4118402
14183,JARDIM SIMUS,431,Sorocaba,3552205
14184,JARDIM SINKI,813,Franco da Rocha,3516408
14185,JARDIM SINOBE,812,Francisco Morato,3516309
14186,JARDIM SION,3582,Varginha,3170701
14187,JARDIM SIPRAMAR,412,São Paulo,3550308
14188,JARDIM SIRIEMA,926,Atibaia,3504107
14189,JARDIM SIRIEMA,431,Sorocaba,3552205
14191,JARDIM SLEST,677,Mogi Guaçu,3530706
14192,JARDIM SOARES,941,Barretos,3505500
14193,JARDIM SOARES,735,Itapira,3522604
14194,JARDIM SOARES,677,Mogi Guaçu,3530706
14195,JARDIM SOARES,412,São Paulo,3550308
14196,JARDIM SOBRADINHO,979,Araras,3503307
14197,JARDIM SOCIAL,2536,Campo Largo,4104204
14198,JARDIM SOCIAL,2487,Curitiba,4106902
14199,JARDIM SOCIAL,2381,Maringá,4115200
14201,JARDIM SOCIAL,2211,Umuarama,4128104
14202,JARDIM SOCIAL ARAPONGAS,2514,Castro,4104907
14203,JARDIM SOCIAL BELVEDERE,458,São Carlos,3548906
14204,JARDIM SOCIAL I,2478,Foz do Iguaçu,4108304
14206,JARDIM SOCIAL PRIMAVERA,2514,Castro,4104907
14207,JARDIM SOEIRO,806,Ferraz de Vasconcelos,3515707
14208,JARDIM SOFIA,1230,Joinville,4209102
14209,JARDIM SOL,2381,Maringá,4115200
14210,JARDIM SOL A SOL,706,Limeira,3526902
14211,JARDIM SOL D´ICARAÍ,479,Salto,3545209
14212,JARDIM SOL NASCENTE,2211,Umuarama,4128104
14213,JARDIM SOL NASCENTE,686,Jandira,3525003
14214,JARDIM SOL NASCENTE,460,São João da Boa Vista,3549102
14215,JARDIM SOL NASCENTE,431,Sorocaba,3552205
14216,JARDIM SOL NASCENTE,556,Piracicaba,3538709
14218,JARDIM SOLANGE,946,Bauru,3506003
14219,JARDIM SOLANGE,862,Campo Limpo Paulista,3509601
14220,JARDIM SOLANGE,412,São Paulo,3550308
14221,JARDIM SOLAR DO CEDRO,753,Jaboticabal,3524303
14222,JARDIM SOLARIS,926,Atibaia,3504107
14223,JARDIM SOLEDADE,2478,Foz do Iguaçu,4108304
14224,JARDIM SOLEIL,342,Valinhos,3556206
14226,JARDIM SOLJUMAR,426,Sertãozinho,3551702
14227,JARDIM SOMARA,412,São Paulo,3550308
14229,JARDIM SONIA,677,Mogi Guaçu,3530706
14230,Vila Sônia,556,Piracicaba,3538709
14231,JARDIM SONIA,567,Poá,3539806
14232,Jardim Sônia,468,São José do Rio Preto,3549805
14233,JARDIM SÔNIA (ZONA SUL),412,São Paulo,3550308
14234,JARDIM SÔNIA INGA,412,São Paulo,3550308
14235,Jardim Sônia Maria,731,Itapecerica da Serra,3522208
14236,Jardim Sônia Maria,663,Mauá,3529401
14237,Jardim Sônia Maria,431,Sorocaba,3552205
14238,Jardim Sônia Maria,4818,Goiânia,5208707
14240,JARDIM SÔNIA REGINA,412,São Paulo,3550308
14241,JARDIM SONTAG,479,Salto,3545209
14242,JARDIM SORAIA,468,São José do Rio Preto,3549805
14243,JARDIM SORAIA,412,São Paulo,3550308
14244,JARDIM SORIRAMA (SOUSAS),861,Campinas,3509502
14246,JARDIM SOROCABA PARK,431,Sorocaba,3552205
14247,JARDIM SOROCABANA,734,Itapevi,3522505
14248,JARDIM SOROCABANA,696,Jundiaí,3525904
14249,JARDIM SOROCABANO,686,Jandira,3525003
14250,JARDIM SOROCABANO,431,Sorocaba,3552205
14251,JARDIM SOROCABANOS,419,São Vicente,3551009
14253,JARDIM SORRILÂNDIA,3005,Sousa,2516201
14254,JARDIM SOTO,879,Catanduva,3511102
14255,JARDIM SOUTO,469,São José dos Campos,3549904
14256,JARDIM SOUZA,412,São Paulo,3550308
14257,JARDIM SOUZA LIMA,947,Bebedouro,3506102
14258,JARDIM STÁBILE,952,Birigüi,3506508
14259,JARDIM STELLA,861,Campinas,3509502
14260,JARDIM STELLA,773,Hortolândia,3519071
14261,JARDIM STELLA,446,Santo André,3547809
14262,JARDIM STELLA MARIS,686,Jandira,3525003
14263,JARDIM STER-ZA,874,Carapicuíba,3510609
14265,JARDIM STRASS,2403,Londrina,4113700
14266,Baraúna,5439,Feira de Santana,2910800
14268,JARDIM SUÉCIA,677,Mogi Guaçu,3530706
14269,JARDIM SUELI,768,Guarulhos,3518800
14270,JARDIM SUELY,926,Atibaia,3504107
14271,JARDIM SUÍÇA,2107,Volta Redonda,3306305
14272,JARDIM SUÍÇA PAULISTA,415,São Roque,3550605
14273,JARDIM SUÍÇO,4874,Anápolis,5201108
14274,JARDIM SUÍNA,438,Taboão da Serra,3552809
14275,JARDIM SUL,469,São José dos Campos,3549904
14276,JARDIM SUL AMÉRICA,861,Campinas,3509502
14277,JARDIM SUL SÃO PAULO,412,São Paulo,3550308
14278,JARDIM SULACAP,2113,Rio de Janeiro,3304557
14279,Jardim Sumaré,3379,Rondonópolis,5107602
14280,Jardim Sumaré,2403,Londrina,4113700
14281,Jardim Sumaré,2120,São João de Meriti,3305109
14282,Jardim Sumaré,973,Araçatuba,3502804
14283,Jardim Sumaré,952,Birigüi,3506508
14284,Jardim Sumaré,508,Presidente Prudente,3541406
14285,Jardim Sumaré,531,Ribeirão Preto,3543402
14286,Jardim Sumaré,426,Sertãozinho,3551702
14287,JARDIM SUMAREZINHO,773,Hortolândia,3519071
14288,JARDIM SUMATRA,3527,Campo Grande,5002704
14289,JARDIM SUZANA,468,São José do Rio Preto,3549805
14290,JARDIM SUZANA,412,São Paulo,3550308
14291,JARDIM SUZANO,435,Suzano,3552502
14292,JARDIM SUZANÓPOLIS,435,Suzano,3552502
14293,JARDIM SYDNEY,412,São Paulo,3550308
14294,JARDIM TABAETE,2381,Maringá,4115200
14295,JARDIM TABAJARA,677,Mogi Guaçu,3530706
14296,JARDIM TABAPUÃ,2403,Londrina,4113700
14297,JARDIM TABAPUÃ (VILA XAVIER),978,Araraquara,3503208
14298,JARDIM TABATINGA,768,Guarulhos,3518800
14299,Jardim Taboão,768,Guarulhos,3518800
14300,Jardim Taboão,412,São Paulo,3550308
14301,Jardim Taboão,438,Taboão da Serra,3552809
14302,JARDIM TAIGUARA,556,Piracicaba,3538709
14303,Jardim Taiguara I,556,Piracicaba,3538709
14304,JARDIM TAIMA,857,Embu das Artes,3515004
14306,JARDIM TAIPAS,412,São Paulo,3550308
14309,JARDIM TALARICO,947,Bebedouro,3506102
14310,JARDIM TAMANDARÉ,2403,Londrina,4113700
14311,JARDIM TAMANDARÉ,567,Poá,3539806
14312,JARDIM TAMASSIA,768,Guarulhos,3518800
14313,JARDIM TAMBOARA,2567,Almirante Tamandaré,4100400
14314,JARDIM TAMEM,741,Itaquaquecetuba,3523107
14315,JARDIM TAMOIO,2211,Umuarama,4128104
14316,JARDIM TAMOIO,978,Araraquara,3503208
14317,JARDIM TAMOIO,861,Campinas,3509502
14319,JARDIM TAMOIO,696,Jundiaí,3525904
14320,JARDIM TAMOIO,412,São Paulo,3550308
14321,JARDIM TANAY,412,São Paulo,3550308
14322,JARDIM TANCREDO NEVES,791,Indaiatuba,3520509
14323,JARDIM TANCREDO NEVES,3379,Rondonópolis,5107602
14324,Jardim Tangará,2211,Umuarama,4128104
14325,Jardim Tangará,978,Araraquara,3503208
14326,Jardim Tangará,952,Birigüi,3506508
14327,Jardim Tangará,753,Jaboticabal,3524303
14328,Jardim Tangará,708,Lins,3527108
14329,Jardim Tangará,458,São Carlos,3548906
14330,Jardim Tangará,468,São José do Rio Preto,3549805
14331,Jardim Tangará,659,Marília,3529005
14332,Jardim Tangará,979,Araras,3503307
14333,JARDIM TANGO,412,São Paulo,3550308
14334,JARDIM TANNUS,696,Jundiaí,3525904
14335,JARDIM TANZI,415,São Roque,3550605
14336,JARDIM TAPERA,412,São Paulo,3550308
14338,JARDIM TAQUARAL,925,Assis,3504008
14339,JARDIM TAQUARAL,412,São Paulo,3550308
14340,JARDIM TAQUARUSSU,663,Mauá,3529401
14341,JARDIM TARANTELA,696,Jundiaí,3525904
14342,Jardim Tarobá,2580,Apucarana,4101408
14343,Jardim Tarobá,2529,Cambé,4103701
14344,Jardim Tarobá,2478,Foz do Iguaçu,4108304
14345,JARDIM TAROBÁ I,2403,Londrina,4113700
14346,JARDIM TARRAF,468,São José do Rio Preto,3549805
14347,JARDIM TARRAF II,468,São José do Rio Preto,3549805
14348,Jardim Tarumã,3527,Campo Grande,5002704
14349,Jardim Tarumã,2403,Londrina,4113700
14350,Jardim Tarumã,979,Araras,3503307
14351,Jardim Tarumã,696,Jundiaí,3525904
14355,JARDIM TARUMAN,556,Piracicaba,3538709
14356,JARDIM TATIANA,2567,Almirante Tamandaré,4100400
14357,JARDIM TATIANA,943,Barueri,3505708
14358,JARDIM TATIANA,431,Sorocaba,3552205
14359,JARDIM TATIANA,353,Votorantim,3557006
14361,JARDIM TATUAPÉ,556,Piracicaba,3538709
14362,JARDIM TATUÍ,385,Tatuí,3554003
14364,JARDIM TEJEREBA,767,Guarujá,3518701
14365,JARDIM TELES DE MENEZES,446,Santo André,3547809
14366,JARDIM TELESPARK,469,São José dos Campos,3549904
14367,JARDIM TEMPORIM,806,Ferraz de Vasconcelos,3515707
14368,JARDIM TENANI,412,São Paulo,3550308
14369,JARDIM TEOTÔNIO VILELA,659,Marília,3529005
14370,JARDIM TERESA,412,São Paulo,3550308
14371,JARDIM TERESA CRISTINA,412,São Paulo,3550308
14372,JARDIM TERESÓPOLIS,4358,Betim,3106705
14373,JARDIM TEREZA,744,Itatiba,3523404
14374,JARDIM TEREZA CRISTINA,696,Jundiaí,3525904
14375,JARDIM TEREZA MARIA,731,Itapecerica da Serra,3522208
14376,JARDIM TEREZA PALMA,567,Poá,3539806
14377,JARDIM TEREZÓPOLIS,768,Guarulhos,3518800
14378,JARDIM TERMAS RIVIERA,2514,Castro,4104907
14379,JARDIM TERNURA,385,Tatuí,3554003
14380,JARDIM TERRA BRANCA,946,Bauru,3506003
14381,JARDIM TERRA E LAR,2478,Foz do Iguaçu,4108304
14382,JARDIM TERRA NOVA,2529,Cambé,4103701
14383,JARDIM TERRAS DE SANTA ELISA,706,Limeira,3526902
14384,JARDIM TERRAS DE SANTO ANTÔNIO,773,Hortolândia,3519071
14385,JARDIM TERRAS DE SÃO JOÃO,754,Jacareí,3524402
14386,JARDIM TESOURO,4874,Anápolis,5201108
14387,JARDIM TESTAE,768,Guarulhos,3518800
14388,JARDIM TEXTIL,412,São Paulo,3550308
14389,JARDIM THEALIA,412,São Paulo,3550308
14390,JARDIM THELJA,960,Americana,3501608
14392,JARDIM THEODORA,749,Itu,3523909
14393,JARDIM THOMAZ,412,São Paulo,3550308
14394,JARDIM THOMAZ GUEDES,385,Tatuí,3554003
14395,JARDIM TIBAGI,2580,Apucarana,4101408
14396,JARDIM TIETÊ,412,São Paulo,3550308
14397,JARDIM TIJUCA,3527,Campo Grande,5002704
14398,JARDIM TIJUCA II,3527,Campo Grande,5002704
14400,JARDIM TIJUCO,768,Guarulhos,3518800
14401,JARDIM TIMBARA,862,Campo Limpo Paulista,3509601
14402,JARDIM TIMBAUHY,943,Barueri,3505708
14403,JARDIM TINEN,978,Araraquara,3503208
14404,JARDIM TINOCO,806,Ferraz de Vasconcelos,3515707
14405,JARDIM TIRADENTES,4877,Aparecida de Goiânia,5201405
14406,JARDIM TIRADENTES,2107,Volta Redonda,3306305
14408,JARDIM TIRADENTES,696,Jundiaí,3525904
14410,JARDIM TIRO AO POMBO,412,São Paulo,3550308
14411,JARDIM TOCA,412,São Paulo,3550308
14412,JARDIM TOCANTINS,270,Gurupi,1709500
14413,JARDIM TÓKIO,2403,Londrina,4113700
14414,JARDIM TOKIO,385,Tatuí,3554003
14415,JARDIM TOLEDO,353,Votorantim,3557006
14416,JARDIM TOMÉ,857,Embu das Artes,3515004
14417,JARDIM TOMY,2403,Londrina,4113700
14419,JARDIM TONATO,874,Carapicuíba,3510609
14420,JARDIM TÓQUIO,2381,Maringá,4115200
14422,JARDIM TORINO,834,Cotia,3513009
14423,JARDIM TORRES SÃO JOSÉ,696,Jundiaí,3525904
14424,JARDIM TORTELLI,431,Sorocaba,3552205
14425,JARDIM TOSCANA,768,Guarulhos,3518800
14426,JARDIM TOSELAR,952,Birigüi,3506508
14427,JARDIM TRABALHISTA,2580,Apucarana,4101408
14428,JARDIM TRANQÜILIDADE,768,Guarulhos,3518800
14429,JARDIM TRANSBRASILIANO,4877,Aparecida de Goiânia,5201405
14431,JARDIM TRANSMONTANO,2147,Japeri,3302270
14432,JARDIM TRAVAGIN,704,Leme,3526704
14433,JARDIM TREMEMBÉ,412,São Paulo,3550308
14434,JARDIM TRÊS AMÉRICAS,435,Suzano,3552502
14435,JARDIM TRÊS COLINAS,811,Franca,3516200
14436,JARDIM TRÊS CORAÇÕES,412,São Paulo,3550308
14437,JARDIM TRÊS IRMÃOS,438,Taboão da Serra,3552809
14438,Jardim Três Marias,2538,Campo Mourão,4104303
14439,Jardim Três Marias,2164,Duque de Caxias,3301702
14440,Jardim Três Marias,767,Guarujá,3518701
14441,Jardim Três Marias,479,Salto,3545209
14443,Jardim Três Marias,412,São Paulo,3550308
14444,Jardim Três Marias,438,Taboão da Serra,3552809
14445,JARDIM TRÊS RIOS,2536,Campo Largo,4104204
14446,JARDIM TREVO,696,Jundiaí,3525904
14447,JARDIM TREVO,706,Limeira,3526902
14449,JARDIM TRIANA,412,São Paulo,3550308
14450,Jardim Triângulo,3625,Uberaba,3170107
14453,Jardim Triângulo,2236,Sarandi,4126256
14454,Jardim Triângulo,806,Ferraz de Vasconcelos,3515707
14455,Jardim Triângulo,438,Taboão da Serra,3552809
14456,Jardim Triângulo,4812,Formosa,5208004
14458,JARDIM TRIANON,460,São João da Boa Vista,3549102
14459,JARDIM TRIANON,438,Taboão da Serra,3552809
14460,JARDIM TRI-CAMPEÃO,2147,Japeri,3302270
14463,JARDIM TRINTA E UM DE MARÇO,839,Cubatão,3513504
14464,JARDIM TROPICAL,26,Arapiraca,2700300
14465,JARDIM TROPICAL,4893,Serra,3205002
14466,JARDIM TROPICAL,4877,Aparecida de Goiânia,5201405
14467,JARDIM TROPICAL,4541,Imperatriz,2105302
14468,JARDIM TROPICAL,3539,Dourados,5003702
14469,JARDIM TROPICAL,3460,Cuiabá,5103403
14470,JARDIM TROPICAL,3379,Rondonópolis,5107602
14472,JARDIM TROPICAL,2536,Campo Largo,4104204
14473,JARDIM TROPICAL,2478,Foz do Iguaçu,4108304
14474,JARDIM TROPICAL,2381,Maringá,4115200
14475,JARDIM TROPICAL,2211,Umuarama,4128104
14476,JARDIM TROPICAL,2126,Nova Iguaçu,3303500
14477,JARDIM TROPICAL,2139,Resende,3304201
14478,JARDIM TROPICAL,930,Avaré,3504503
14479,JARDIM TROPICAL,947,Bebedouro,3506102
14480,JARDIM TROPICAL,952,Birigüi,3506508
14481,JARDIM TROPICAL,902,Botucatu,3507506
14482,JARDIM TROPICAL,811,Franca,3516200
14483,JARDIM TROPICAL,791,Indaiatuba,3520509
