codBairro,bairro,codLocalidade,municipio,codMunicipioIBGE
2,ARIOVALDO FAVALESSA,4858,Vitoria,3205309
3,ANDORINHAS,4858,Vitoria,3205309
4,ANTÔNIO HONÓRIO,4858,Vitoria,3205309
5,BARRO VERMELHO,4858,Vitoria,3205309
6,BELA VISTA,4858,Vitoria,3205309
7,BENTO FERREIRA,4858,Vitoria,3205309
8,BOA VISTA,4858,Vitoria,3205309
9,BONFIM,4858,Vitoria,3205309
10,CARATOÍRA,4858,Vitoria,3205309
11,CENTRO,4858,Vitoria,3205309
12,COMDUSA,4858,Vitoria,3205309
13,CRUZAMENTO,4858,Vitoria,3205309
14,ENSEADA DO SUÁ,4858,Vitoria,3205309
15,ESTRELINHA,4858,Vitoria,3205309
16,FORTE SÃO JOÃO,4858,Vitoria,3205309
17,FRADINHOS,4858,Vitoria,3205309
18,GOIABEIRAS,4858,Vitoria,3205309
19,GRANDE VITÓRIA,4858,Vitoria,3205309
20,GURIGICA,4858,Vitoria,3205309
21,HORTO,4858,Vitoria,3205309
22,ILHA DO BOI,4858,Vitoria,3205309
23,ILHA DAS CAIEIRAS,4858,Vitoria,3205309
24,MONTE BELO,4858,Vitoria,3205309
25,ILHA DE SANTA MARIA,4858,Vitoria,3205309
26,ILHA DO FRADE,4858,Vitoria,3205309
27,ILHA DO PRÍNCIPE,4858,Vitoria,3205309
28,INHANGUETÁ,4858,Vitoria,3205309
29,ITARARÉ,4858,Vitoria,3205309
30,JABOUR,4858,Vitoria,3205309
31,JARDIM CAMBURI,4858,Vitoria,3205309
32,JARDIM DA PENHA,4858,Vitoria,3205309
33,JOANA D´ARC,4858,Vitoria,3205309
34,JUCUTUQUARA,4858,Vitoria,3205309
35,DE LOURDES,4858,Vitoria,3205309
37,MARIA ORTIZ,4858,Vitoria,3205309
38,MARUÍPE,4858,Vitoria,3205309
39,MATA DA PRAIA,4858,Vitoria,3205309
40,MORADA DE CAMBURI,4858,Vitoria,3205309
41,PIEDADE,4858,Vitoria,3205309
42,FONTE GRANDE,4858,Vitoria,3205309
44,JESUS DE NAZARETH,4858,Vitoria,3205309
45,NAZARETH,4858,Vitoria,3205309
46,CONSOLAÇÃO,4858,Vitoria,3205309
47,NOVA PALESTINA,4858,Vitoria,3205309
48,PARQUE MOSCOSO,4858,Vitoria,3205309
49,DA PENHA,4858,Vitoria,3205309
50,PARQUE INDUSTRIAL,4858,Vitoria,3205309
51,SANTA HELENA,4858,Vitoria,3205309
52,PRAIA DO CANTO,4858,Vitoria,3205309
53,DO QUADRO,4858,Vitoria,3205309
54,REDENÇÃO,4858,Vitoria,3205309
55,REPÚBLICA,4858,Vitoria,3205309
56,RESISTÊNCIA,4858,Vitoria,3205309
58,ROMÃO,4858,Vitoria,3205309
59,SANTA CECÍLIA,4858,Vitoria,3205309
61,SANTA LÚCIA,4858,Vitoria,3205309
62,SANTA LUÍZA,4858,Vitoria,3205309
63,SANTA MARTHA,4858,Vitoria,3205309
64,SANTA TEREZA,4858,Vitoria,3205309
66,SANTO ANDRÉ,4858,Vitoria,3205309
67,SANTO ANTÔNIO,4858,Vitoria,3205309
68,SANTOS DUMONT,4858,Vitoria,3205309
69,SÃO CRISTÓVÃO,4858,Vitoria,3205309
70,SÃO JOSÉ,4858,Vitoria,3205309
71,SÃO PEDRO,4858,Vitoria,3205309
72,SEGURANÇA DO LAR,4858,Vitoria,3205309
73,SOLON BORGES,4858,Vitoria,3205309
74,TABUAZEIRO,4858,Vitoria,3205309
75,UNIVERSITÁRIO,4858,Vitoria,3205309
76,VILA RUBIM,4858,Vitoria,3205309
77,CONQUISTA,4858,Vitoria,3205309
79,DO MOSCOSO,4858,Vitoria,3205309
80,PONTAL DE CAMBURI,4858,Vitoria,3205309
81,SÃO BENEDITO,4858,Vitoria,3205309
82,PRAIA DO SUÁ,4858,Vitoria,3205309
85,MÁRIO CYPRESTE,4858,Vitoria,3205309
86,SANTOS REIS,4858,Vitoria,3205309
87,ILHAS OCEÂNICAS DE TRINDADE,4858,Vitoria,3205309
88,ARQUIPÉLAGO DE MARTIM VAZ,4858,Vitoria,3205309
89,DO CABRAL,4858,Vitoria,3205309
90,SANTA CLARA,4858,Vitoria,3205309
92,14 DE NOVEMBRO,2513,Cascavel,4104808
93,15 DE OUTUBRO,4950,Colatina,3201506
94,1ª ZONA INDUSTRIAL,689,Jaú,3525300
95,Dois de Abril,1909,Ji-Paraná,1100122
97,29 DE JULHO,2320,Paranaguá,4118204
98,2ª ZONA INDUSTRIAL,689,Jaú,3525300
100,35º BI,5439,Feira de Santana,2910800
101,7º Distrito Industrial (Antonio Zanin),978,Araraquara,3503208
103,8º DISTRITO INDUSTRIAL,978,Araraquara,3503208
104,9 DE ABRIL,2173,Barra Mansa,3300407
106,AABB,2836,Serra Talhada,2613909
107,AARÃO REIS,4352,Belo Horizonte,3106200
108,ABADIA,3625,Uberaba,3170107
109,ABEL BARBOSA,5269,Paulo Afonso,2924009
110,ABELARDO MACHADO,4947,Cachoeiro de Itapemirim,3201209
111,ABELHAS,2173,Barra Mansa,3300407
112,ABERTA DOS MORROS,1556,Porto Alegre,4314902
113,ABNER AFONSO,3881,Patos de Minas,3148004
114,ABÓBORAS,4045,Itabira,3131703
115,Abolição,4378,Araxá,3104007
116,Abolição,2113,Rio de Janeiro,3304557
117,Abolição,2049,Mossoró,2408003
118,ABRAÃO,1252,Florianópolis,4205407
119,ABRAHÃO ALAB,17,Rio Branco,1200401
120,ABRANCHES,2487,Curitiba,4106902
121,ABREU,4812,Formosa,5208004
122,ACÁCIAS,3933,Montes Claros,3143302
123,ACAIACA,4352,Belo Horizonte,3106200
124,ACAMPAMENTO ANCHIETA (BLOCOS C E D),446,Santo André,3547809
125,ACAPULCO,767,Guarujá,3518701
126,ACARACUZINHO,5026,Maracanaú,2307650
127,ACARAPE,2608,Teresina,2211001
129,ACARI,2113,Rio de Janeiro,3304557
130,Aclimação,4024,João Monlevade,3136207
131,Aclimação,3572,Uberlândia,3170206
132,Aclimação,412,São Paulo,3550308
133,AÇUDE,5108,Caucaia,2303709
134,AÇUDE,4358,Betim,3106705
135,AÇUDE,4052,Itajubá,3132404
137,AÇUDE I,2107,Volta Redonda,3306305
141,ACUPE DE BROTAS,5210,Salvador,2927408
142,ADALBERTO ARAGÃO,17,Rio Branco,1200401
143,ADALBERTO SIMÃO NADER,4930,Guarapari,3202405
144,ADALGISA,585,Osasco,3534401
145,ADÃO DO CARMO LEONEL,531,Ribeirão Preto,3543402
146,ADELAIDE,4352,Belo Horizonte,3106200
147,ADÉLIA GIUBERTTI,4950,Colatina,3201506
148,ADELINO SIMIONI,531,Ribeirão Preto,3543402
149,ADELMOLÂNDIA,3782,Sabará,3156700
150,ADEMAR GUIMARÃES,3263,Redenção,1506138
151,ADEMAR RODRIGUES VALE,4378,Araxá,3104007
152,ADEODATO,3746,Santa Luzia,3157807
153,ADHEMAR GARCIA,1230,Joinville,4209102
154,ADOLFO VIREQUE,4032,Juiz de Fora,3136702
155,ADRIANA PARQUE,4874,Anápolis,5201108
156,Adrianópolis,162,Manaus,1302603
157,Adrianópolis,2126,Nova Iguaçu,3303500
158,AERO CLUBE,2126,Nova Iguaçu,3303500
159,AERO CLUBE,2107,Volta Redonda,3306305
160,AEROCLUBE,1922,Porto Velho,1100205
161,AEROCLUBE,3100,João Pessoa,2507507
162,AEROLÂNDIA,5072,Fortaleza,2304400
163,AEROPORTO,5045,Juazeiro do Norte,2307304
164,AEROPORTO,4947,Cachoeiro de Itapemirim,3201209
165,AEROPORTO,4930,Guarapari,3202405
166,AEROPORTO,4157,Divinópolis,3122306
167,AEROPORTO,4067,Itaúna,3133808
168,AEROPORTO,4032,Juiz de Fora,3136702
170,AEROPORTO,3533,Corumbá,5003207
171,Jardim Aeroporto,3181,Bayeux,2501807
172,AEROPORTO,2608,Teresina,2211001
173,AEROPORTO,2403,Londrina,4113700
174,AEROPORTO,2320,Paranaguá,4118204
175,AEROPORTO,2324,Pato Branco,4118501
176,AEROPORTO,2049,Mossoró,2408003
177,Comandante Gustavo Kramer,1842,Bagé,4301602
178,AEROPORTO,1072,Tubarão,4218707
179,AEROPORTO,1092,Aracaju,2800308
180,AEROPORTO,973,Araçatuba,3502804
181,AEROPORTO,925,Assis,3504008
182,AEROPORTO,941,Barretos,3505500
183,AEROPORTO,2481,Francisco Beltrão,4108403
185,AEROPORTO,768,Guarulhos,3518800
186,AEROPORTO,1865,Boa Vista,1400100
187,AEROPORTO (MOSQUEIRO),3337,Belém,1501402
188,Aeroporto III,4950,Colatina,3201506
189,Do Café,4950,Colatina,3201506
190,AEROPORTO II,4067,Itaúna,3133808
191,Parque Jacarandá,4950,Colatina,3201506
192,AEROPORTO INDUSTRIAL,3640,Sete Lagoas,3167202
193,AEROPORTO VELHO,17,Rio Branco,1200401
195,AEROPORTO VELHO,3301,Itaituba,1503606
196,AEROPORTO VELHO,3232,Santarém,1506807
197,Aeroporto (Cunhambebe),2196,Angra dos Reis,3300100
198,AEROVIÁRIO,4818,Goiânia,5208707
199,AFLITOS,2858,Recife,2611606
200,AFOGADOS,2858,Recife,2611606
201,AFONSO CELSO,2126,Nova Iguaçu,3303500
202,AFONSO PENA,4157,Divinópolis,3122306
203,AFONSO PENA,2248,São José dos Pinhais,4125506
205,AGAMENOM MAGALHÃES,2955,Caruaru,2604106
206,AGENOR DE CARVALHO,1922,Porto Velho,1100205
207,AGOSTINHO LUÍS PATTARO,861,Campinas,3509502
208,AGOSTINHO PORTO,2120,São João de Meriti,3305109
209,AGOSTINHO SIMONATO,4947,Cachoeiro de Itapemirim,3201209
210,AGRIÕES,2101,Teresópolis,3305802
211,AGRISA,2177,Cabo Frio,3300704
212,AGRONOMIA,1556,Porto Alegre,4314902
213,AGRONÔMICA,1252,Florianópolis,4205407
214,ÁGUA AZUL,768,Guarulhos,3518800
215,ÁGUA BOA (OUTEIRO),3337,Belém,1501402
216,Água Branca,4818,Goiânia,5208707
217,Água Branca,4217,Contagem,3118601
218,Água Branca,930,Avaré,3504503
219,Água Branca,556,Piracicaba,3538709
220,Água Branca,412,São Paulo,3550308
221,Água Branca,2481,Francisco Beltrão,4108403
222,ÁGUA BRANCA I,973,Araçatuba,3502804
223,ÁGUA BRANCA II,973,Araçatuba,3502804
224,ÁGUA BRANCA III,973,Araçatuba,3502804
225,ÁGUA CHATA,768,Guarulhos,3518800
226,ÁGUA COMPRIDA,2173,Barra Mansa,3300407
227,ÁGUA DA VEADA,588,Ourinhos,3534708
228,ÁGUA DAS FLORES,696,Jundiaí,3525904
229,ÁGUA DE MENINOS,5210,Salvador,2927408
230,ÁGUA DO JACU,588,Ourinhos,3534708
231,ÁGUA DO PAVÃO,925,Assis,3504008
232,ÁGUA DOCE,696,Jundiaí,3525904
233,ÁGUA ESPRAIADA (CAUCAIA DO ALTO),834,Cotia,3513009
234,ÁGUA FÉRREA,3782,Sabará,3156700
235,ÁGUA FRESCA,4045,Itabira,3131703
236,Água Fria,3100,João Pessoa,2507507
237,Água Fria,2858,Recife,2611606
238,Água Fria,412,São Paulo,3550308
239,ÁGUA FUNDA,412,São Paulo,3550308
240,ÁGUA GERAL (TEJUCO),3685,São João Del Rei,3162500
241,Água Limpa,3358,Várzea Grande,5108402
242,Água Limpa,2107,Volta Redonda,3306305
245,ÁGUA MINERAL,2608,Teresina,2211001
246,Novo Horizonte,4052,Itajubá,3132404
247,ÁGUA QUENTE,2101,Teresópolis,3305802
248,ÁGUA RASA,412,São Paulo,3550308
249,Água Santa,4347,Barbacena,3105608
250,Água Santa,2113,Rio de Janeiro,3304557
251,Água Santa,2196,Angra dos Reis,3300100
252,ÁGUA SECA,556,Piracicaba,3538709
253,ÁGUA SUJA,2514,Castro,4104907
254,Água Verde,2487,Curitiba,4106902
255,Água Verde,2397,Laranjeiras do Sul,4113304
257,Água Verde,1227,Jaraguá do Sul,4208906
258,Água Vermelha,3358,Várzea Grande,5108402
259,Água Vermelha,567,Poá,3539806
260,Águas,4041,Ipatinga,3131307
262,ÁGUAS BELAS,2248,São José dos Pinhais,4125506
263,ÁGUAS BRANCAS,3372,Ananindeua,1500800
264,Águas Claras,5210,Salvador,2927408
265,Águas Claras,1340,Brusque,4202909
266,Águas Claras,2337,Piraquara,4119509
267,ÁGUAS COMPRIDAS,2882,Olinda,2609600
269,ÁGUAS FÉRREAS (TEJUCO),3685,São João Del Rei,3162500
270,Águas Lindas,3372,Ananindeua,1500800
271,Águas Lindas,2142,Itaguaí,3302007
272,Águas Lindas,3337,Belém,1501402
273,ÁGUAS MORTAS,1679,Gravataí,4309209
274,ÁGUAS NEGRAS (ICOARACI),3337,Belém,1501402
275,AGUAZINHA,2882,Olinda,2609600
276,AGUIAR,1487,Santo Ângelo,4317509
277,AGULHA (ICOARACI),3337,Belém,1501402
278,AHÚ,2487,Curitiba,4106902
279,AIMBIRÉ,4773,Jataí,5211909
281,José de Alencar,5072,Fortaleza,2304400
283,ALAGOAS,5158,Teixeira de Freitas,2931350
284,ALAGOINHAS VELHA,5542,Alagoinhas,2900702
285,ALAITA,4067,Itaúna,3133808
286,ALAMBARI,2139,Resende,3304201
288,ALBERTO MAIA,2947,Camaragibe,2603454
289,ALBOITT,2320,Paranaguá,4118204
292,ALBUQUERQUE,2101,Teresópolis,3305802
293,ALCÂNTARA,2118,São Gonçalo,3304904
294,ALCIDES JUNQUEIRA,4000,Ituiutaba,3134202
295,ALCIDES RABELO,3933,Montes Claros,3143302
296,ALDEIA,3232,Santarém,1506807
297,Aldeia dos Camarás,2947,Camaragibe,2603454
299,ALDEIA DA SERRA,444,Santana de Parnaíba,3547304
300,ALDEIA DO LAGO,4225,Coronel Fabriciano,3119401
301,ALDEIA IVOTURUCAIA,813,Franco da Rocha,3516408
302,ALDEIA PRIMAVERA,347,Várzea Paulista,3556503
303,ALDEIA PRIMAVERA,696,Jundiaí,3525904
304,ALDEINHA,731,Itapecerica da Serra,3522208
305,ALDEOMA,5027,Maranguape,2307700
306,ALDEOTA,5072,Fortaleza,2304400
307,ALDROVÂNDIA,791,Indaiatuba,3520509
308,ALDROVÂNDIA II,791,Indaiatuba,3520509
309,ALECRIM,4857,Vila Velha,3205200
310,ALECRIM,2147,Japeri,3302270
311,ALECRIM,2050,Natal,2408102
313,ALEGRE,3608,Timóteo,3168705
314,ALEGRE,460,São João da Boa Vista,3549102
315,ALEGRIA,17,Rio Branco,1200401
317,ALEGRIA,2139,Resende,3304201
318,ALEIXO,162,Manaus,1302603
319,ALÉM LINHA,431,Sorocaba,3552205
320,ALÉM PONTE,431,Sorocaba,3552205
321,ALEMÃES,556,Piracicaba,3538709
322,ALEMANHA,4481,São Luís,2111300
323,ALEMOA,454,Santos,3548500
324,ALEX PAIVA,3640,Sete Lagoas,3167202
325,ALFREDO FREIRE II,3625,Uberaba,3170107
326,ALFREDO FREIRE III,3625,Uberaba,3170107
327,ALGARVE,834,Cotia,3513009
328,ALGODOAL,2177,Cabo Frio,3300704
329,Aliança,2137,Queimados,3304144
330,Aliança,1487,Santo Ângelo,4317509
331,Aliança,585,Osasco,3534401
332,Aliança,530,Ribeirão Pires,3543303
333,ALICANTE,3760,Ribeirão das Neves,3154606
334,ALICE MAIA,3933,Montes Claros,3143302
335,ALIPINHO,4225,Coronel Fabriciano,3119401
336,ALÍPIO DE MELO,4352,Belo Horizonte,3106200
338,ALMERINDA,2118,São Gonçalo,3304904
339,ALOÍSIO PINTO,2928,Garanhuns,2606002
340,ALPA,941,Barretos,3505500
341,ALPES DE ATIBAIA,926,Atibaia,3504107
342,ALPES DE PARNAÍBA,444,Santana de Parnaíba,3547304
343,ALPHAVILLE,3608,Timóteo,3168705
344,ALPHAVILLE,444,Santana de Parnaíba,3547304
345,ALPHAVILLE CENTRO DE APOIO I,943,Barueri,3505708
346,ALPHAVILLE COMERCIAL,943,Barueri,3505708
347,ALPHAVILLE CONDE I,943,Barueri,3505708
348,ALPHAVILLE CONDE II,943,Barueri,3505708
349,ALPHAVILLE EMPRESARIAL,943,Barueri,3505708
350,ALPHAVILLE FLAMBOYANT RESIDENCIAL ARAGUAIA,4818,Goiânia,5208707
351,ALPHAVILLE I,5210,Salvador,2927408
352,ALPHAVILLE INDUSTRIAL,943,Barueri,3505708
353,ALPHAVILLE RESIDENCIAL DOIS,943,Barueri,3505708
355,ALPHAVILLE RESIDENCIAL PLUS,943,Barueri,3505708
356,ALPHAVILLE RESIDENCIAL UM,943,Barueri,3505708
357,ALPHAVILLE RESIDENCIAL ZERO,943,Barueri,3505708
359,ALTANEIRA,659,Marília,3529005
360,ALTEROSA,4157,Divinópolis,3122306
362,ALTEROSAS,3933,Montes Claros,3143302
363,ALTEROSAS,4893,Serra,3205002
364,ALTINO BARBOSA,3607,Teófilo Otoni,3168606
365,ALTINÓPOLIS,4128,Governador Valadares,3127701
366,ALTIPLANO CABO BRANCO,3100,João Pessoa,2507507
367,ALTO,2101,Teresópolis,3305802
368,ALTO,930,Avaré,3504503
369,ALTO,902,Botucatu,3507506
370,ALTO,749,Itu,3523909
371,ALTO,662,Matão,3529302
372,ALTO,556,Piracicaba,3538709
373,ALTO ALEGRE,5072,Fortaleza,2304400
374,Alto Alegre I,5026,Maracanaú,2307650
375,ALTO ALEGRE,2608,Teresina,2211001
376,ALTO ALEGRE,2513,Cascavel,4104808
377,ALTO AMARELO,4947,Cachoeiro de Itapemirim,3201209
380,ALTO ARIRIU,1206,Palhoça,4211900
381,ALTO BOQUEIRÃO,2487,Curitiba,4106902
382,ALTO BRANCO,3206,Campina Grande,2504009
383,ALTO CAFEZAL,659,Marília,3529005
384,ALTO CAJUEIROS,2149,Macaé,3302403
385,ALTO CAPANEMA,3005,Sousa,2516201
386,ALTO CASCAVEL,2463,Guarapuava,4109401
387,ALTO CHEIROSO,2852,Petrolina,2611101
388,ALTO COLINAS,952,Birigüi,3506508
389,ALTO DA ALIANÇA,5334,Juazeiro,2918407
390,ALTO DA BALANÇA,5072,Fortaleza,2304400
391,ALTO DA BELA VISTA,4874,Anápolis,5201108
392,ALTO DA BELA VISTA,3019,Abreu e Lima,2600054
393,ALTO DA BOA VISTA,4769,Itumbiara,5211503
394,ALTO DA BOA VISTA,3933,Montes Claros,3143302
395,ALTO DA BOA VISTA,3833,Ponte Nova,3152105
396,ALTO DA BOA VISTA,3503,Três Lagoas,5008305
397,ALTO DA BOA VISTA,3181,Bayeux,2501807
398,ALTO DA BOA VISTA,2403,Londrina,4113700
399,ALTO DA BOA VISTA,2113,Rio de Janeiro,3304557
400,ALTO DA BOA VISTA,973,Araçatuba,3502804
401,ALTO DA BOA VISTA,663,Mauá,3529401
402,ALTO DA BOA VISTA,676,Mogi das Cruzes,3530607
403,ALTO DA BOA VISTA,531,Ribeirão Preto,3543402
404,ALTO DA BOA VISTA,460,São João da Boa Vista,3549102
405,ALTO DA BOA VISTA,270,Gurupi,1709500
406,ALTO DA BOA VISTA,412,São Paulo,3550308
407,ALTO DA BOA VISTA,3358,Várzea Grande,5108402
408,ALTO DA BOA VISTA,4045,Itabira,3131703
409,Alto da Boa Vista (Sobradinho),4963,Brasília,5300108
411,ALTO DA BONDADE,2882,Olinda,2609600
412,ALTO DA BRASÍLIA,4972,Sobral,2312908
414,ALTO DA COLINA,2403,Londrina,4113700
415,ALTO DA COLINA,791,Indaiatuba,3520509
416,ALTO DA COLINA I,930,Avaré,3504503
417,ALTO DA COLINA II,930,Avaré,3504503
418,ALTO DA CONCEIÇÃO,2049,Mossoró,2408003
419,ALTO DA CRUZ,5479,Camaçari,2905701
420,ALTO DA CRUZ,4579,Caxias,2103000
421,ALTO DA EXPECTATIVA,4972,Sobral,2312908
422,Alto da Glória,4818,Goiânia,5208707
423,Alto da Glória,2487,Curitiba,4106902
424,ALTO DA LAPA,412,São Paulo,3550308
425,ALTO DA MANGUEIRA,5026,Maracanaú,2307650
426,ALTO DA MARAVILHA,5334,Juazeiro,2918407
428,ALTO DA MOÓCA,412,São Paulo,3550308
429,ALTO DA NAÇÃO,2882,Olinda,2609600
430,ALTO DA PENHA,5090,Crato,2304202
431,ALTO DA POMPÉIA,556,Piracicaba,3538709
432,ALTO DA PONTE,469,São José dos Campos,3549904
433,ALTO DA POSSE,2126,Nova Iguaçu,3303500
434,ALTO DA RIVIERA,412,São Paulo,3550308
435,ALTO DA RUA XV,2487,Curitiba,4106902
436,ALTO DA SERRA,2131,Petrópolis,3303906
437,ALTO DA SERRA,456,São Bernardo do Campo,3548708
438,ALTO DA TEREZINHA,5210,Salvador,2927408
439,ALTO DA VILA MENCK,874,Carapicuíba,3510609
440,ALTO DA VILA NOVA,749,Itu,3523909
441,ALTO DA XV,2463,Guarapuava,4109401
442,ALTO DAS MERCÊS,3685,São João Del Rei,3162500
443,ALTO DAS OLIVEIRAS,2226,Telêmaco Borba,4127106
444,ALTO DAS PAINEIRAS,3539,Dourados,5003702
445,ALTO DAS PALMEIRAS,749,Itu,3523909
446,ALTO DAS POMBAS,5210,Salvador,2927408
447,ALTO DE PINHEIROS,412,São Paulo,3550308
448,ALTO DE SÃO MANOEL,2049,Mossoró,2408003
449,ALTO DO ALENCAR,5334,Juazeiro,2918407
450,ALTO DO CABRAL,3782,Sabará,3156700
451,ALTO DO CABRITO,5210,Salvador,2927408
452,ALTO DO CALHAU,4481,São Luís,2111300
453,ALTO DO CARDOSO,550,Pindamonhangaba,3538006
454,ALTO DO CEMITÉRIO,5329,Jequié,2918001
455,ALTO DO COQUEIRINHO,5210,Salvador,2927408
456,ALTO DO CRISTO,4972,Sobral,2312908
457,ALTO DO CRUZEIRO,26,Arapiraca,2700300
458,ALTO DO CRUZEIRO,89,Palmeira dos Índios,2706307
459,ALTO DO CRUZEIRO,5334,Juazeiro,2918407
460,ALTO DO CRUZEIRO,3005,Sousa,2516201
461,ALTO DO FIDALGO,3782,Sabará,3156700
463,Altos do Indaiá,3539,Dourados,5003702
464,ALTO DO IPIRANGA,531,Ribeirão Preto,3543402
465,ALTO DO MANDU,2858,Recife,2611606
466,ALTO DO MAQUINÉ (COLÔNIA DO MARÇAL),3685,São João Del Rei,3162500
467,ALTO DO MATEUS,3100,João Pessoa,2507507
468,ALTO DO MOURA,2955,Caruaru,2604106
469,ALTO DO PARI,412,São Paulo,3550308
470,ALTO DO PERU,5210,Salvador,2927408
471,ALTO DO PINHO,4481,São Luís,2111300
472,ALTO DO SANTANA,535,Rio Claro,3543907
473,ALTO DO SUMARÉ,2049,Mossoró,2408003
474,Dona Augusta,4948,Cariacica,3201308
475,ALTO DOS BURITIS,270,Gurupi,1709500
476,ALTO DOS CAIÇARAS,3881,Patos de Minas,3148004
477,ALTO DOS CANECOS,5394,Itabuna,2914802
478,ALTO DOS PINHEIROS,4352,Belo Horizonte,3106200
479,ALTO DOS PINHEIROS,4032,Juiz de Fora,3136702
480,ALTO ESPERANÇA,4481,São Luís,2111300
481,ALTO ESPLANADA,4128,Governador Valadares,3127701
483,ALTO FLORESTA,3933,Montes Claros,3143302
484,ALTO HIGIENÓPOLIS,946,Bauru,3506003
486,ALTO INDUSTRIAL,456,São Bernardo do Campo,3548708
487,ALTO IPIRANGA,676,Mogi das Cruzes,3530607
488,ALTO JARDIM CONQUISTA,2882,Olinda,2609600
489,ALTO JOSÉ BONIFÁCIO,2858,Recife,2611606
490,ALTO JOSÉ DO PINHO,2858,Recife,2611606
491,ALTO JOSÉ LEAL,2812,Vitória de Santo Antão,2616407
492,ALTO LAGE,4948,Cariacica,3201308
493,ALTO LIMOEIRO,3881,Patos de Minas,3148004
494,ALTO MARON,5137,Vitória da Conquista,2933307
495,ALTO MIRANTE,5394,Itabuna,2914802
496,ALTO MONTE CRISTO,4947,Cachoeiro de Itapemirim,3201209
498,ALTO NOVO PARQUE,4947,Cachoeiro de Itapemirim,3201209
499,ALTO PARANÁ,3263,Redenção,1506138
500,ALTO PEREIRA,4045,Itabira,3131703
501,ALTO SANTA TEREZINHA,2858,Recife,2611606
502,ALTO SÃO FRANCISCO,2478,Foz do Iguaçu,4108304
503,ALTO SÃO JOÃO,3933,Montes Claros,3143302
504,ALTO SÃO MIGUEL,3019,Abreu e Lima,2600054
505,ALTO SÃO PEDRO,386,Taubaté,3554102
506,ALTO SÃO SEBASTIÃO,2320,Paranaguá,4118204
507,ALTO SERENATA,3608,Timóteo,3168705
508,ALTO SOL NASCENTE,2882,Olinda,2609600
509,Alto Sumaré,4032,Juiz de Fora,3136702
510,Alto Sumaré,941,Barretos,3505500
511,ALTO UMUARAMA,3572,Uberlândia,3170206
512,Álvaro Tavares,4947,Cachoeiro de Itapemirim,3201209
513,ALTOS DA BELA VISTA,791,Indaiatuba,3520509
514,ALTOS DA BOA VISTA,930,Avaré,3504503
515,ALTOS DA SANTA LÚCIA,874,Carapicuíba,3510609
516,ALTOS DE CAUCAIA (CAUCAIA DO ALTO),834,Cotia,3513009
517,Jardim Altos de Santana I,754,Jacareí,3524402
518,ALTOS DE SÃO FERNANDO,686,Jandira,3525003
519,ALTOS DE SUMARÉ,433,Sumaré,3552403
520,ALTOS DE VILA PRUDENTE,412,São Paulo,3550308
521,ALTOS DO COXIPÓ,3460,Cuiabá,5103403
522,ALTOS DO ESPLANADA,469,São José dos Campos,3549904
523,ALTOS DO JARAGUÁ,978,Araraquara,3503208
524,ALTOS DO PARAÍSO,902,Botucatu,3507506
525,ALVARENGA,456,São Bernardo do Campo,3548708
526,ALVAREZ,2126,Nova Iguaçu,3303500
527,ÁLVARO CAMARGOS,4352,Belo Horizonte,3106200
528,ÁLVARO WEYNE,5072,Fortaleza,2304400
529,ALVES DIAS,456,São Bernardo do Campo,3548708
530,ALVINÓPOLIS,926,Atibaia,3504107
531,ALVORADA,162,Manaus,1302603
532,ALVORADA,195,Macapá,1600303
533,ALVORADA,4857,Vila Velha,3205200
534,ALVORADA,4874,Anápolis,5201108
535,ALVORADA,4378,Araxá,3104007
536,ALVORADA,4358,Betim,3106705
537,ALVORADA,4217,Contagem,3118601
538,ALVORADA,4157,Divinópolis,3122306
539,ALVORADA,4000,Ituiutaba,3134202
540,ALVORADA,4024,João Monlevade,3136207
541,ALVORADA,3881,Patos de Minas,3148004
542,ALVORADA,3782,Sabará,3156700
543,ALVORADA,3640,Sete Lagoas,3167202
544,ALVORADA,3608,Timóteo,3168705
545,ALVORADA,2608,Teresina,2211001
546,ALVORADA,2481,Francisco Beltrão,4108403
547,ALVORADA,2320,Paranaguá,4118204
548,ALVORADA,2324,Pato Branco,4118501
549,ALVORADA,2139,Resende,3304201
550,ALVORADA,1757,Cruz Alta,4306106
551,ALVORADA,973,Araçatuba,3502804
552,ALVORADA,426,Sertãozinho,3551702
553,ALVORADA,1298,Chapecó,4204202
554,ALVORADA,1865,Boa Vista,1400100
555,ALVORADA,4891,São Mateus,3204906
557,ALVORADA,3232,Santarém,1506807
558,ALVORADA OESTE,4877,Aparecida de Goiânia,5201405
559,ALVORADA SUL,4877,Aparecida de Goiânia,5201405
560,ALZIRA RAMOS,4948,Cariacica,3201308
561,AMADEU FURTADO,5072,Fortaleza,2304400
562,AMADOR BUENO,734,Itapevi,3522505
563,AMADORI,2324,Pato Branco,4118501
564,AMÁLIA,2403,Londrina,4113700
565,AMAMBAÍ,3527,Campo Grande,5002704
566,AMAPÁ,3309,Marabá,1504208
567,AMARAL,4947,Cachoeiro de Itapemirim,3201209
568,AMARAL,2403,Londrina,4113700
569,AMARALINA,5329,Jequié,2918001
570,AMARALINA,5210,Salvador,2927408
571,AMARANTE,4358,Betim,3106705
572,AMARELO,4947,Cachoeiro de Itapemirim,3201209
573,AMARELOS,4930,Guarapari,3202405
574,AMARO,2403,Londrina,4113700
575,AMARO BRANCO,2882,Olinda,2609600
576,AMARO LANARI,4225,Coronel Fabriciano,3119401
